410421156	20150218234500	20150218234500	1	cbc.ca	http://www.cbc.ca/news/canada/saskatchewan/january-housing-sales-in-sask-down-22-per-cent-1.2962328	1	-1	499	421	1	50	2255	-1.28205128205128		
410421157	20150218234500	20150218234500	1	examiner.com	http://www.examiner.com/article/chevy-chase-weight-gain-actor-s-shocking-appearance-alarms-viewers	3	-1	616	598	1	100	2022	-1.46198830409357		
410418406	20150218233000	20150218234500	1	dailystar.com.lb	http://dailystar.com.lb/News/Lebanon-News/2015/Feb-19/287969-hariri-kaag-discuss-presidential-stalemate-security-refugee-crisis.ashx	4	-1	646	633	0	40	2418	-2.34375		
410187653	20150218063000	20150218234500	1	mcclatchydc.com	http://www.mcclatchydc.com/2015/02/18/257089/nation-and-world-news-briefs.html	10	-1	3395	3450	1	100	9257	-5.13176144244105		
410374839	20150218200000	20150218234500	1	mcclatchydc.com	http://www.mcclatchydc.com/2015/02/18/257089/nation-and-world-news-briefs.html	5	-1	1550	1648	0	10	9257	-5.13176144244105		
410290898	20150218141500	20150218234500	1	barossaherald.com.au	http://www.barossaherald.com.au/story/2893340/organ-donation-an-easy-choice-for-ballarat-mum/?cs=2452	12	2675	-1	2705	1	50	3345	0.53003533568904		
410290898	20150218141500	20150218234500	1	theguardian.com.au	http://www.theguardian.com.au/story/2893340/organ-donation-an-easy-choice-for-ballarat-mum/?cs=2452	12	2675	-1	2705	1	50	3345	0.53003533568904		
410290898	20150218141500	20150218234500	1	camdencourier.com.au	http://www.camdencourier.com.au/story/2893340/organ-donation-an-easy-choice-for-ballarat-mum/?cs=2452	12	2675	-1	2705	1	50	3345	0.53003533568904		
410290898	20150218141500	20150218234500	1	gleninnesexaminer.com.au	http://www.gleninnesexaminer.com.au/story/2893340/organ-donation-an-easy-choice-for-ballarat-mum/?cs=2452	12	2675	-1	2705	1	50	3345	0.53003533568904		
410290898	20150218141500	20150218234500	1	youngwitness.com.au	http://www.youngwitness.com.au/story/2893340/organ-donation-an-easy-choice-for-ballarat-mum/?cs=2452	12	2675	-1	2705	1	50	3345	0.53003533568904		
410290898	20150218141500	20150218234500	1	camdenadvertiser.com.au	http://www.camdenadvertiser.com.au/story/2893340/organ-donation-an-easy-choice-for-ballarat-mum/?cs=2452	12	2675	-1	2705	1	50	3345	0.53003533568904		
410290898	20150218141500	20150218234500	1	southernhighlandnews.com.au	http://www.southernhighlandnews.com.au/story/2893340/organ-donation-an-easy-choice-for-ballarat-mum/?cs=2452	12	2675	-1	2705	1	50	3345	0.53003533568904		
410290898	20150218141500	20150218234500	1	edenmagnet.com.au	http://www.edenmagnet.com.au/story/2893340/organ-donation-an-easy-choice-for-ballarat-mum/?cs=2452	12	2675	-1	2705	1	50	3345	0.53003533568904		
410421158	20150218234500	20150218234500	1	floridatoday.com	http://www.floridatoday.com/story/news/local/2015/02/18/torres-family-clings-faith-unsolved-murder/23630043/	9	2485	2508	2585	1	100	3596	-3.95569620253164		
410421159	20150218234500	20150218234500	1	tulsaworld.com	http://www.tulsaworld.com/homepagelatest/tulsa-man-named-in-november-double-homicide-investigation-found-dead/article_708c1dc4-244c-5fe3-b620-b06f680205de.html	2	102	214	122	1	100	1750	-6.13718411552347		
410421160	20150218234500	20150218234500	1	mic.com	http://mic.com/articles/110836/norway-s-muslims-just-proved-that-islam-is-a-religion-of-peace	16	4308	4329	4313	0	30	5094	-5.75539568345323		
410421161	20150218234500	20150218234500	1	mic.com	http://mic.com/articles/110836/norway-s-muslims-just-proved-that-islam-is-a-religion-of-peace	16	4292	4309	4300	0	20	5094	-5.75539568345323		
410421162	20150218234500	20150218234500	1	mic.com	http://mic.com/articles/110836/norway-s-muslims-just-proved-that-islam-is-a-religion-of-peace	16	4308	4329	4313	0	10	5094	-5.75539568345323		
410421163	20150218234500	20150218234500	1	setanta.com	http://www.setanta.com/us/Articles/2015/02/18/Clarke-named-Ryder-Cup-captain/gnid-169777/	3	1444	1480	1471	0	40	2669	5.26315789473685		
410421164	20150218234500	20150218234500	1	stuff.co.nz	http://www.stuff.co.nz/nelson-mail/news/66385270/Sacrificing-lunchtime-pays-off	1	33	181	50	1	80	1738	3.30882352941176		
410421165	20150218234500	20150218234500	1	stuff.co.nz	http://www.stuff.co.nz/nelson-mail/news/66385270/Sacrificing-lunchtime-pays-off	1	33	181	75	1	80	1738	3.30882352941176		
410409585	20150218224500	20150218234500	1	clarionledger.com	http://www.clarionledger.com/story/news/2015/02/18/mississippi-appeals-blocked-abortion-law-supreme-court/23641937/	3	222	343	204	1	60	2799	0.44444444444444		
410421166	20150218234500	20150218234500	1	brecorder.com	http://www.brecorder.com/taxation/181/1153255/	5	714	758	739	1	80	3071	-6.42570281124498		
410409586	20150218224500	20150218234500	1	clarionledger.com	http://www.clarionledger.com/story/news/2015/02/18/mississippi-appeals-blocked-abortion-law-supreme-court/23641937/	3	222	257	204	0	20	2799	0.44444444444444		
410421167	20150218234500	20150218234500	1	examiner.com	http://www.examiner.com/article/chevy-chase-weight-gain-actor-s-shocking-appearance-alarms-viewers	3	616	-1	598	1	100	2022	-1.46198830409357		
410405484	20150218223000	20150218234500	1	wtvbam.com	http://wtvbam.com/news/articles/2015/feb/18/denver-policeman-critically-hurt-in-ferguson-protest-leaves-hospital/	2	296	267	280	1	80	2573	-8.94117647058825		
410405484	20150218223000	20150218234500	1	wkzo.com	http://wkzo.com/news/articles/2015/feb/18/denver-policeman-critically-hurt-in-ferguson-protest-leaves-hospital/	2	299	270	283	1	80	2573	-8.92018779342725		
410405484	20150218223000	20150218234500	1	wibqam.com	http://wibqam.com/news/articles/2015/feb/18/denver-policeman-critically-hurt-in-ferguson-protest-leaves-hospital/	2	321	292	305	1	80	2573	-8.8372093023256		
410412373	20150218230000	20150218234500	1	timesfreepress.com	http://www.timesfreepress.com/news/breakingnews/story/2015/feb/18/jeb-bush-us-must-tighten-noose-fight-against-islamic-state/289019/	15	3635	3602	3623	0	10	5813	-1.0351966873706		
410412373	20150218230000	20150218234500	1	chippewa.com	http://chippewa.com/news/national/govt-and-politics/jeb-bush-us-must-tighten-the-noose-in-fight-against/article_ab725300-f530-54fb-82e1-59e6ac649714.html	13	2841	2808	2829	0	10	5037	-1.18063754427391		
410412373	20150218230000	20150218234500	1	moultonadvertiser.com	http://www.moultonadvertiser.com/news/national/article_1e2d2e49-5064-54b4-a6a8-79c46d0c793b.html	16	4323	4290	4311	0	10	6596	-1.18721461187215		
410412373	20150218230000	20150218234500	1	thetandd.com	http://thetandd.com/news/national/government-and-politics/jeb-bush-us-must-tighten-the-noose-in-fight-against/article_15f1a266-25bd-5bae-ac2c-d6a1e1c94aef.html	13	2841	2808	2829	0	10	5037	-1.18063754427391		
